id,text,health
79788,it is therefore necessary .,NO
79789,"on the contrary , it is because of the high level of consensus in the room .",NO
79790,"and , yes , it is also an important part of the fight against poverty .",NO
79791,"the impact of the regulation depends on effective implementation , and the challenge is far from over .",NO
79792,we are clearly dealing with a proposal of a noble nature .,NO
79793,i am looking forward to engaging in the implementation and enforcement process together with you .,NO
79794,i am glad that we have made possible what he thought impossible at the time .,NO
79795,many have been and are concerned about bureaucracy .,NO
79796,the companies should have the documents needed for this in any case .,NO
79797,"it is required , for example , under the laws on vat .",NO
79798,they need to be genuinely effective in the prevention of malpractice .,YES
79799,"nowadays , 20 30 % of industrial timber production worldwide is from illegal sources .",NO
79800,we need to clean up the european timber market as soon as possible .,NO
79801,"while it could still be improved , the proposed regulation is ambitious and courageous .",NO
79802,the regulation establishes a binding provision which delegates responsibilities on the basis of thedue diligence system.,NO
79803,"in many cases , we see illegal extraction even in european union countries .",NO
79804,"this is linked to the management of animals , especially the taller ones .",NO
79805,it is appropriate to resolve these questions at the corresponding national or regional levels .,NO
79806,the confederal group of the european united left nordic green left will certainly support the rapporteur's proposals .,NO
79807,illegally harvested timber and timber products have no place on our market .,NO
79808,this is also a human rights issue .,NO
79809,"last week , dutch television showed how our energy companies profit from coal mining in south africa .",NO
79810,the spokespeople of these companies were turning a blind eye they lacked the courage to be publicly accountable .,NO
79811,similar practices occur in the deforestation sector .,NO
79812,we must eradicate these root and branch .,NO
79813,large scale logging drives people from the areas where they live .,NO
79814,"i endorse the environmental and climate targets , whilst also advocating protection of human rights .",NO
79815,industrial emissions integrated pollution prevention and control recast,NO
79816,"capital requirements for the trading book and for re securitisations , and the supervisory review of remuneration policies",NO
79817,cross border crisis management in the banking sector,NO
79818,iceland's application for membership of the european union,NO
79819,future of the cap after 2013 debate,NO
79820,we are pleased to welcome commissioner cioloş .,NO
79821,i believe this to be an extremely positive detail .,NO
79822,what is the cap for ?,NO
79823,why is it still relevant in the 21st century ?,NO
79824,that is the scale of the challenge .,NO
79825,that would help to create jobs and provide real opportunities for farmers to diversify and earn extra income .,NO
79826,it cannot be right and justified to continue making payments based on how you farmed some 10 years ago .,NO
79827,"we also have to address the issue of market volatility , but on this I would urge some caution .",NO
79828,"yes , we still need intervention and private aids to storage .",NO
79829,"yes , we need to examine other tools such as risk insurance and future markets .",NO
79830,"yes , we need our special reserve budget line to fund action in terms of crisis .",NO
79831,that has already been tried and it has failed .,NO
79832,i would suggest that we do not wish to go down that road again .,NO
79833,i have a few comments about the amendments which have been tabled and which are going to be discussed .,NO
79834,i think that food production is an important objective of the cap .,NO
79835,"as far as cross compliance is concerned , I think that it has had a positive impact on direct payments .",NO
79836,it has also clearly defined the starting point of public goods rightly remunerated from the public purse .,NO
79837,"of course , we can simplify cross compliance measures .",NO
79838,"as far as our group is concerned , this report conveys an ambition for european agriculture .",NO
79839,agriculture must be supported in this evolution .,NO
79840,the issue of generational change will be one of our concerns .,NO
79841,the report which we will adopt today includes proposals tabled by members representing political groups and individual member states .,NO
79842,we need the common european agricultural policy .,NO
79843,let us forget any thoughts of renationalisation .,NO
79844,"this , of course , includes finding food for nine billion people .",NO
79845,let us not see agriculture as an environmental villain and environmental problem .,NO
79846,agriculture and forestry hold the fundamental solutions to our huge problems .,NO
79847,"mr president , please accept my congratulations .",NO
79848,previous cap reforms have led to the liberalisation of agricultural markets .,NO
79849,"they have given rise to profound injustices in the distribution of aid between countries , products and producers .",NO
79850,it is also essential that we maintain the second pillar of the common agricultural policy .,NO
79851,"mr president , I would like to thank the rapporteur for this report .",NO
79852,the future of farming and the cap must provide farmers with a viable secure income .,NO
79853,pillar one payments must continue giving farmers a direct payment which gives them a minimum level of income security .,NO
79854,the distribution of cap funds must take into consideration the cost of production in member states .,NO
79855,regional variation must therefore be taken into consideration and catered for in the post cap 20in this report we describe the effects of the common agricultural policy post 20my group will support this .,NO
79856,the primary function of agriculture is and remains the production of food for our citizens .,NO
79857,farmers are required to produce more and more with less and less .,NO
79858,this is impossible without increasing efficiency .,NO
79859,"the european parliament , the commission and the council are responsible for securing the necessary framework conditions for this .",NO
79860,"everything else is very worthy , very desirable , but secondary .",NO
79861,we must face up to this problem and solve it .,NO
79862,we cannot continue with such great differences in the long term .,NO
79863,solving this problem is going to be difficult .,NO
79864,"i would like to thank mr smith , who has noticed the problem with the budget .",NO
79865,it is necessary to amend the cap to help those who need it urgently .,NO
79866,currently the largest proportion goes to big owners and to producers .,NO
79867,"a proper budget for the cap is also important , and I express my thanks to mr lyon .",NO
79868,these systems can operate and become widespread throughout the european union .,NO
79869,the commission must commit itself to defining a budget that is sufficient to achieve these objectives .,NO
79870,"what is more , at this time of crisis , many young people want to return to farming .",NO
79871,i believe that the commission must take a supportive and flexible approach to helping young farmers .,NO
79872,"an information policy must also be launched , starting in schools and universities , in order to promote a .",NO
79873,i wish to stress in particular the articles referring to the common agricultural policy's architecture .,NO
79874,the cap must continue to be based on its two pillars .,NO
79875,another key point is to maintain a cap budget at least at its current level .,NO
79876,"however , farmers need support to be able to comply with these standards .",NO
79877,"a well structured , properly financed common agricultural policy means safe , good quality food for europeans .",NO
79878,"mr president , I too wish to thank my colleague george lyon for his excellent work on this report .",NO
79879,it is also important that there is no renationalisation of the cap through cofinancing .,NO
79880,the common agricultural policy must remain a common european policy .,NO
79881,secondly transparency and proportionality should be central to the future cap .,NO
79882,"lastly , european farmers produce food to the highest quality and standards .",NO
79883,"we also need to ensure a level playing field , fair competition and the future viability of european agriculture .",NO
79884,bulgarians and romanians will receive a mere 40 % .,NO
79885,"at the same time , all are operating in the common market of the european union .",NO
79886,i firmly believe that this injustice must be eliminated as soon as possible .,NO
79887,all farmers throughout the union must have an equal position and the same conditions for subsidies .,NO
79888,"in the 1970s , nearly 70 % of the eu budget was spent on agriculture .",NO
79889,"unfortunately , today the revised cap is being designed under the same conditions of competitiveness as the previous policy .",NO
79890,it is insulting that the economic crisis is being used as a pretext to cut benefits to farmers .,NO
79891,"moreover , it is the latter who are to blame for today's conditions of crisis .",NO
79892,"mr president , I declare an interest as a working farmer .",NO
79893,plans for the future of the cap have to work at a practical level and it must be affordable .,NO
79894,"if there has to be a cap , let it assist farmers and not hinder them .",NO
79895,"fr mr president , I understand that you had a short and happy night .",NO
79896,what is the aim here ?,NO
79897,that is the aim .,NO
79898,what do we mean by that ?,NO
79899,"rejecting the renationalisation of the cap and increasing cofinancing , that is the first point .",NO
79900,"ensuring that agriculture can provide the public goods demanded by society , that is the third element .",NO
79901,"the fourth element is regulating and preventing market volatility , which I believe is essential .",NO
79902,we must return to this topic and we need to go a little further still .,NO
79903,my final point concerns the first and the second pillar .,NO
79904,i am saying that this morning because this is the debate we are holding .,NO
79905,"commissioner , I would like to finish with a simple idea .",NO
79906,the cap was created at the same time as the european economic community .,NO
79907,we are now in the european union .,NO
79908,i really feel that we ought to have a major policy .,NO
79909,"finally , it needs to deliver value for money .",NO
79910,"to my mind , that means we should ensure that funds are used effectively .",NO
79911,the rapporteur has produced an excellent report .,NO
79912,i congratulate him on his work and am happy to support .,NO
79913,"farmers will be paid per hectare for water conservation , reforestation and so forth .",NO
79914,choice without an alternative is no choice at all .,NO
79915,wales has a strong history of agriculture and many communities depend heavily upon farming .,NO
79916,its market orientation will continue as at present .,NO
79917,we need a proper safety net .,NO
79918,"commissioner , our farmers will once more have to make efforts to adapt .",NO
79919,any changes that do take place must be accompanied by realistic transition periods .,NO
79920,i would like to thank mr lyon and all of the shadow rapporteurs for their work .,NO
79921,"as you know , the rules of procedure make provision for five to speak .",NO
79922,"in accepting new challenges , the common agricultural policy must maintain its care for environmental values and food security .",NO
79923,"in addition , I propose leaving tried and tested instruments for market regulation untouched .",NO
79924,milk quotas are an example .,NO
79925,"if they are ended , what will we replace them with ?",NO
79926,"of course , there are certain ideas , but we do not have any certainty .",NO
79927,"the evidence is that , today , europe is a net importer of agricultural raw materials .",NO
79928,"furthermore , today we have a cap that must be reformed for three reasons .",NO
79929,"it is a cap that is unfair , economically , socially and environmentally .",NO
79930,"socially aid is unfairly distributed between countries , regions and farmers .",NO
79931,eighty per cent of aid is allocated to 20 % of farmers .,NO
79932,"environmentally we need a cap which respects the soil , which respects .",NO
79933,that therefore means that the cap requires thorough reform and such reform requires starting from scratch .,NO
79934,yet our farmers are not always rewarded by the market for these contributions to the public good .,NO
79935,we therefore need support where the market fails .,NO
79936,the fact that the report calls for aid per hectare is a positive thing .,NO
79937,this will counteract further intensification of agriculture and make the achievement of environmental targets a more realistic prospect .,NO
79938,that is how we can reward our farmers .,NO
79939,"de mr president , ladies and gentlemen , agricultural policy needs a coherent framework .",NO
79940,"this must strengthen the eu as a whole , while also taking regional differences into account .",NO
79941,there are some enormous challenges facing agricultural policy .,NO
79942,"also , mr lyon alone referred to the historical basis .",NO
79943,i would therefore welcome a clear signal on that from the commissioner as soon as possible .,NO
79944,new public mechanisms for regulating agricultural production will have to be established to ensure the food security of consumers .,NO
79945,we are in favour of a strong cap that has the budget it needs to achieve its objectives .,NO
79946,i have two requests to speak in relation to observance of the rules of procedure .,NO
79947,mrs mcguinness has the floor first .,NO
79948,i will put in a written statement on this issue .,NO
79949,"i hope you support my point , colleagues .",NO
79950,those are the rules of procedure .,NO
79951,"moreover , it is stipulated that five shall speak , although we have given 10 the floor .",NO
79952,"now mr obermayr has the floor , also in relation to observance of the rules of procedure .",NO
79953,"de mr president , I assume you were referring to me .",NO
79954,i would like to pick up on what the previous speaker said .,NO
79955,of course I would like to thank you for your generosity in allowing ten speakers rather than five .,NO
79956,"we understand your time constraints , naturally , but I hope you will understand us too .",NO
79957,there are parts of europe that are operating under a considerable burden and that are under extreme threat .,NO
79958,naturally this is also true beyond the work of the committees .,NO
79959,"secondly , you indicated that the problem regarding thecatch the eyeprocedure has not been resolved .",NO
79960,it would be helpful and fair to put the appropriate structures in place as soon as possible .,NO
79961,we will also be happy to have a solution that is fair to us .,NO
79962,i beg your indulgence and thank you again for your understanding .,NO
79963,you are absolutely right .,NO
79964,"however , there are members here who are constantly getting the blue card out .",NO
79965,"however , I do not wish to prolong the debate .",NO
79966,i therefore feel that we need a realistic budget .,NO
79967,what we notice is that we are demanding more and more of our farmers .,NO
79968,we must reflect on how agriculture and the agri food sector can contribute to this .,NO
79969,i also want to send out a clear message and to answer mr kelly's question about direct aid .,NO
79970,"therefore , in my opinion , historic references do not constitute fair , transparent or objective criteria .",NO
79971,"to conclude , I would like to reaffirm that we need a common agricultural policy for europe .",NO
79972,a new strategic importance for food production and the cap absolutely .,NO
79973,"two pillars absolutely , I agree with that .",NO
79974,"food production at the heart of the cap yes , that is absolutely what the cap is about .",NO
79975,it needs to be objective and transparent as to how money is allocated between member states .,NO
79976,they need to meet the challenges of the europe 2020 strategy .,NO
79977,"the vote will take place today , thursday 8 july 2010 , at 12.00 .",NO
79978,"as mrs mcguinness says , they may present their contribution in writing .",NO
79979,"an effort needs to be made towards rigour , but it needs to be made by all of us .",NO
79980,adapting the cap to the new social and economic realities is a necessary step .,NO
79981,we actually need to answer some key questions to be able to do this .,NO
79982,i totally concur with the need to guarantee security of food supply .,NO
79983,"until now , the cap has kept prices high for foods which are cheaper in other countries .",NO
79984,the eu cannot promote free trade while protecting its own agricultural market .,NO
79985,"however , I am concerned most about the impact which the cap reforms have had on farmers .",NO
79986,decoupling is necessary to avoid overproduction .,NO
79987,"we need incentives for farmers , especially to encourage young people to move to rural areas .",NO
79988,"however , this is not going to happen while maintaining the current direct payments system , which is ridiculous .",NO
79989,"above all , the eu needs to retain the trust of european farmers .",NO
79990,europe will still need an effective and common agricultural policy after 20this is why the eu's agricultural budget should at least be maintained at the current level .,NO
79991,europe has a particular responsibility to guarantee food safety in the world .,NO
79992,"therefore , the main task of the cap is to preserve the agricultural production capacity of the european union .",NO
79993,it is therefore vital to ensure that direct payments do not decrease .,NO
79994,these would reduce farmerslosses arising from price fluctuations .,NO
79995,the european food trade is much more concentrated than the food processing industry or agricultural production .,NO
79996,this is why we must help improve cooperation between farmers .,NO
79997,"however , this requires an exemption from the stringent eu competition rules in agriculture .",NO
79998,i would like to thank all those involved for the work they have done .,NO
79999,forward looking targets have been formulated for the entire community .,NO
80000,the tried and tested two pillar structure must be retained with a strong first pillar and an equally strong second pillar .,NO
80001,the major fluctuations in the liberalised markets and the effects of climate change continue to necessitate a safety net .,NO
80002,we thus provide for the possibility of a transitional period .,NO
80003,"such a period is essential , but a full seven years would be an excessively long transitional period .",NO
80004,undistorted competition in europe is also a precondition for the competitiveness of european farmers in world markets .,NO
80005,the future of the common agricultural policy after 2013 is extremely important for us .,NO
80006,the entire european parliament needs to be aware of the cap's significance for the future of the eu .,NO
80007,"today , differences between the level of payments in different member states are too great .",NO
80008,"this undermines the sense of solidarity , equality and community .",NO
80009,"what farmers need most of all is stable incomes , both now and in the longer term .",NO
80010,"the report is firm on keeping the policy an eu one , rejecting attempts to re nationalise it .",NO
80011,farmers should take heart that this parliament understands their concerns .,NO
80012,to begin with I want to thank my colleague mr lyon for drafting a very balanced report .,NO
80013,i believe that this has already allowed us to create a good basis for discussion for the near future .,NO
80014,changing agricultural policy is perhaps one of the biggest tasks of this plenary session .,NO
80015,the report is a good basis for further discussions .,NO
80016,in writing . de I thank the rapporteur .,NO
80017,our primary goal must be to ensure high quality food production in europe .,NO
80018,"in the discussion on the organisation of agrarian reform , there was frequent talk of compensation of public goods .",NO
80019,"in my opinion , this debate goes in the right direction .",NO
80020,the development of rural areas plays an ever greater role .,NO
80021,"however , the european union recently gained 12 new member states .",NO
80022,"however , this can only be achieved if the resources dedicated to agricultural policy are not reduced after 20i believe that only a major reform can save the common agricultural policy .",NO
80023,this will further increase the gap between the eu15 and the 12 new member states .,NO
80024,"in reforming the cap , we must not forget the principles of integration , solidarity and community .",NO
80025,direct payments significantly affect the security of food supplies .,NO
80026,i was one of the authors of the first oral question .,NO
80027,i am not at all happy that we now have a joint debate with two questions merging .,NO
80028,i have tried since may to get the mercosur question on the agenda .,NO
80029,i do not know how this happened or why this happened .,NO
80030,i am extremely unhappy about it .,NO
80031,can I come back to this in the debate ?,NO
80032,"i would like a clarification please , and I hope other colleagues will support me .",NO
80033,clearly there was not enough time this morning .,NO
80034,you saw the demand and you saw the problem .,NO
80035,"can we get this parliament to work for the members of parliament , not for the administration of parliament ?",NO
80036,it is not the administration that organises debates .,NO
80037,the administration helps the political bodies organise debates .,NO
80038,"author . mr president , it is not because it is summertime and we are all cross .",NO
80039,it is just because we make very valid points and we take our jobs seriously .,NO
80040,i am going to take 30 seconds because I have two blank pages .,NO
80041,i have asked five questions of the commission .,NO
80042,i do not intend to speak before I hear the answers .,NO
80043,i will return at the end of the debate .,NO
80044,"thank you very much , mrs mcguinness .",NO
80045,i will grant you later the time that you have not used now .,NO
80046,"by the same token , ear tagging rules were not enforced .",NO
80047,these are only some examples of the many I could list from the fao report last october .,NO
80048,"indeed , it will have entirely the opposite effect .",NO
80049,europe already imports 500 000 tonnes of beef .,NO
80050,we cannot accept this .,NO
80051,europe buys 38 million tonnes of soya and feed for cattle .,NO
80052,these imports from brazil and argentina monopolise more than 19 million hectares .,NO
80053,"they are concentrated in the hands of three enterprises cargill , adm and bunch .",NO
80054,between 2001 and 2004 soya destroyed more than 1.2 million hectares of tropical and equatorial forest .,NO
80055,it is one of the principal causes of the increase in greenhouse gas emissions and the loss of biodiversity .,NO
80056,this decision is motivated by the need to have environmentally friendly agriculture and to combat climate change .,NO
80057,these efforts will be completely undone by this draft bilateral agreement .,NO
80058,"these concessions will not serve the interests of the farming families of mercosur , only those of agro industrial groups .",NO
80059,"many poultry farmers , particularly in brittany , paid the price for that deal .",NO
80060,europe seems to want to pursue its policy of relocation by intensifying its attacks against farmers .,NO
80061,"we must stop this insane process by offering our citizens quality , locally produced food .",NO
80062,"author . mr president , I will try and be brief .",NO
80063,there are real concerns about the reopening of the negotiations with mercosur .,NO
80064,"i represent scotland , which has extensive beef production .",NO
80065,"secondly , what negotiating mandate will the negotiators have in terms of agricultural products ?",NO
80066,can someone please tell me what they are being allowed to negotiate on ?,NO
80067,how many tonnes of beef ?,NO
80068,how much access ?,NO
80069,"is there no tariff , or are there minimum tariffs ?",NO
80070,can someone please tell us what the mandate is ?,NO
80071,two other points .,NO
80072,the two are completely linked and therefore we need to understand what the impact will be .,NO
80073,"finally , what involvement does the agriculture commissioner have on this issue ?",NO
80074,will this parliament be consulted before any final agreement is reached ?,NO
80075,i would like to hear some answers to these questions .,NO
80076,we share a common history and social values with them .,NO
80077,the deepening of political and cultural ties and maximising mutual benefits in economic terms therefore makes perfect sense .,NO
80078,agriculture is only one part of this macro agreement .,NO
80079,fears therefore need to be faced in terms of their proper proportions and justification .,NO
80080,i am thus happy to respond in any format decided by the chair .,NO
80081,"in economic terms , a successful agreement could bring considerable benefits to both the eu and mercosur .",NO
80082,it is an increasingly important partner for the eu .,NO
80083,"in terms of foreign direct investments , mercosur is also a key partner .",NO
80084,the commission has taken this decision after a thorough examination and in depth internal debate .,NO
80085,"this was a proper decision of the college , and parliament was extensively informed immediately afterwards .",NO
80086,that is something quite different .,NO
80087,the first meeting with mercosur took place last week in buenos aires .,NO
80088,we will of course keep the european parliament and the council fully informed about the evolution of the negotiations .,NO
80089,"this applies to all areas to be covered by the agreement , including agriculture .",NO
80090,"in this context , we are aware that accompanying measures might become necessary for the most sensitive sectors .",NO
80091,"it is , however , way too early to discuss what these measures could cover .",NO
80092,we are only just starting the negotiations and have not yet entered into discussions on substance .,NO
80093,it is not the trade commissioner who decides what agricultural offers will be put on the table .,NO
80094,"that is the way it happens , so mr dacian cioloş is fully included in these discussions .",NO
80095,i believe that if we make the right choices it is possible to successfully conclude both negotiations .,NO
80096,"as regards food safety , it goes without saying that imports have to fully respect eu food safety requirements .",NO
80097,the eu approach in all trade negotiations is certainly not to decrease the eu level of protection .,NO
80098,now let me turn to the eu brazil summit and start with a short overview of our relations .,NO
80099,"moreover , brazil often acts as an informal bridge between western and emerging and developing countries .",NO
80100,brazil is one of nine countries with which the eu has entered into a strategic partnership .,NO
80101,the moment for such an assessment is particularly appropriate as president lula's term in office approaches its end .,NO
80102,at the summit we will confirm our commitment to strengthening non proliferation and encourage closer cooperation .,NO
80103,brazil opposed the iran sanctions adopted last june by the un security council .,NO
80104,"the summit will also address regional issues cuba , honduras , paraguay and venezuela .",NO
80105,"lastly , tough work is still being finalised on some issues where we expect the summit to deliver .",NO
80106,"first , the signature of a horizontal civil aviation agreement and an air safety agreement .",NO
80107,"second , the announcement of a joint work programme on triangular cooperation with developing countries .",NO
80108,i will try to give additional examples in response to your questions .,NO
80109,"a brief digression commissioner , negotiations with the countries of the andes and central america have been completed .",NO
80110,"do the agreements include a net exporter clause , in order to prevent the development of a trade triangle ?",NO
80111,can the commission assure us that import prices will be maintained in the fruit and vegetable sector ?,NO
80112,brazil was the only bric country with which europe had no strategic partnership .,NO
80113,"beef imports will increase by 70 % , poultry imports by 25 % .",NO
80114,"commissioner , I would therefore like to voice my concern to you .",NO
80115,our agriculture is in great difficulty .,NO
80116,destabilising it further will have serious consequences .,NO
80117,we cannot develop european trade policy without taking account of and defending one of our main assets .,NO
80118,the commission must hear this message and this demand .,NO
80119,my group and I share these concerns .,NO
80120,that is why an impact assessment is absolutely essential .,NO
80121,clearly there is a lack of consistency here .,NO
80122,nor must we lose sight of the misgivings of the agricultural sector in relation to cheap meat imports .,NO
80123,"es mr president , we are all pleased about the freeing of political prisoners in cuba .",NO
80124,"with regard to the subject of mercosur , there are several clarifications that need to be made .",NO
80125,i do not understand why certain sectors or interest groups should come out of this negotiation at a disadvantage .,NO
80126,it will depend on the firmness of our negotiators .,NO
80127,"disastrous knock on effects might also follow for other sectors , such as the pork sector for example .",NO
80128,"commissioner , I would ask you to be particularly vigilant in this regard .",NO
80129,this is not scaremongering .,NO
80130,european farmers are operating under strict health and safety criteria .,NO
80131,"they adhere to all standards set for them and they guarantee high quality , safe produce for consumers .",NO
80132,i agree that we must improve the coordination of all of these topics within the european parliament .,NO
80133,i should like to emphasise one point in particular .,NO
80134,i am actually grateful that the commission has reopened negotiations .,NO
80135,"on 5 may of this year , this house supported the reopening of negotiations in the salafranca report .",NO
80136,"in other words , the commission is doing exactly what parliament decided by a large majority .",NO
80137,"nonetheless , I would argue that we do not want an agreement at any price .",NO
80138,"naturally the interests of agriculture , industry and the service sector must be taken into account as a whole .",NO
80139,"however , commissioner , this trade with the mercosur countries should not be allowed to become a one way street .",NO
80140,the frequent claims made in public that europe is closing itself off in the agricultural markets are quite wrong .,NO
80141,we purchase over 90 % of african agricultural exports and 45 % of central and south american agricultural exports .,NO
80142,europe is certainly not closed off to external trade .,NO
80143,"what I would criticise , commissioner , is the information policy pursued .",NO
80144,it has not been good .,NO
80145,"as an agricultural policymaker , I first learned that these negotiations had begun when I opened the newspapers .",NO
80146,in future we should not have to rely on the press for our information .,NO
80147,i urge you to inform the agricultural sector represented here in parliament about the progress of negotiations .,NO
80148,let me offer just one example in this regard .,NO
80149,"last year , parliament passed the most stringent plant protection product legislation in the world .",NO
80150,many active ingredients are prohibited in europe .,YES
80151,consumer protection is inviolable and we would do well to remember this in negotiations .,NO
80152,you are not telling the truth !,NO
80153,"this is the truth , mr de gucht .",NO
80154,this is the other reason for my question .,NO
80155,"incidentally , I would add that the new member states can only lose out here .",NO
80156,they should sort it out themselves .,NO
80157,there is no need to provide an eu framework for this .,NO
80158,hu the european commission defined the negotiating mandates some 11 years ago .,NO
80159,the world has changed over the past 11 years .,NO
80160,the european commission has disregarded these developments .,NO
80161,it has not requested a new mandate .,NO
80162,"without a proper mandate , we can only reach unacceptable agreements .",NO
80163,go back to the drawing board .,NO
80164,the last speaker addressed some of the points that I would wish to make .,NO
80165,"contrast that to the delight , or rather to the fear and trepidation and anger , among eu producers .",NO
80166,this parliament imposes high standards of food production on our producers .,NO
80167,we have failed to defend them in the past .,NO
80168,there is no consistency between agriculture and trade policy .,NO
80169,this parliament has to insist that there will be .,NO
80170,that is precisely the issue being discussed behind the scenes at the negotiations with mercosur .,NO
80171,"where , I ask , is the consistency ?",NO
80172,that is why I am extremely concerned .,NO
80173,"already we are talking about possible concessions on agriculture , and I would like you to clarify this .",NO
80174,in your response you spoke about forthcoming summits on climate change .,NO
80175,"i come from ireland , and we export 90 % of our beef .",NO
80176,recent research has shown that brazilian emissions are between three and eight times higher than the irish equivalent .,NO
80177,will any of this be taken into consideration in your impact assessments ?,NO
80178,"it mr president , ladies and gentlemen , the spanish presidency has decided to sign this agreement .",NO
80179,i therefore call on the commission to adopt an authoritative position so as to safeguard european quality production .,NO
80180,sacrificing agriculture for gains in other areas is simply unacceptable .,NO
80181,the beef industry in the united kingdom is currently experiencing a fall in farm gate prices .,NO
80182,how is europe going to provide for these people ?,NO
80183,a commission that claims to act in the best interests of the citizens must do so .,NO
80184,we must end these talks and look after our farmers .,NO
80185,"pl negotiations with the mercosur countries were suspended in 200however , we should also be protecting the interests of our farmers and the agriculture and food sector .",NO
80186,"if that happened , it would be necessary to propose certain forms of compensation to farmers .",NO
80187,experts estimate that making such an agreement could result in very large losses of income among farmers .,NO
80188,these will be even higher if the agreement is both bilateral and made at wto level .,NO
80189,"however , when I consider our agricultural production and the products themselves , not everything can be proven scientifically .",NO
80190,in europe we have some excellent legislation in relation to the future of biodiversity .,NO
80191,"the politicians must be able to decide , even when the scientific evidence is unavailable .",NO
80192,we do not want cloned meat from the mercosur countries .,NO
80193,you understood that we feel that the mandate is no longer valid .,NO
80194,i would also like to draw your attention to the political aspects of mercosur .,NO
80195,"in trade , the key element is confidence .",NO
80196,"how is mercosur qualified , politically speaking , to negotiate with the european union ?",NO
80197,mercosur was almost dissolved at the 2007 summit .,NO
80198,the countries do not agree on accessions .,NO
80199,venezuela almost did not accede .,NO
80200,how can we negotiate in such a politically unstable area ?,NO
80201,first check the political stability of mercosur and then we will conclude trade agreements .,NO
80202,"de mr president , I believe that we have talked a great deal about sustainability .",NO
80203,i think this is an outrage .,NO
80204,please tell us when you are going to ignore people .,NO
80205,"colleagues , by way of explanation , I have about 18 people on the list .",NO
80206,today I took eight speakers .,NO
80207,so I think I have done the maximum I could have done .,NO
80208,first of all on the mandate .,NO
80209,"several members criticised the fact that we are working on the basis of a mandate going back to 199this applies to all areas to be covered by the agreement , including agriculture.",NO
80210,that is still true .,NO
80211,"that is still what we have to do , so nothing much has to be added to this mandate .",NO
80212,"in the mean time , we have the problem of climate change and the world has changed since then .",NO
80213,"yes , we have noticed that too , and we will take this into consideration in the negotiations .",NO
80214,that is not the reason to change the mandate .,NO
80215,there was another member who said that council should be here and that council should instruct us .,NO
80216,the council does not have to instruct us .,NO
80217,we are not instructed by the council .,NO
80218,we will stick to that .,NO
80219,i am ready to discuss at length any of the elements .,NO
80220,i have done so with the inta committee and I am ready to go back to the inta committee .,NO
80221,a letter was sent by the director general for trade to his argentinean counterpart on 12 may .,NO
80222,our message was very strong and very clear .,NO
80223,we will insist that we have this meeting as soon as possible .,NO
80224,on sugar,NO
80225,similar quotas are provided for within the framework of the negotiations with central america .,NO
80226,"the colombian , peruvian and central american aggregated quantities account for less than 2 % of european consumption .",NO
80227,"as for plant health , environmental and other measures .",NO
80228,we will do that .,NO
80229,but those are not the ones that we can impose on other countries .,NO
80230,i presume that this is not the last time we will discuss mercosur in this plenary .,NO
80231,"commissioner , I am also sure that this will not be the last time we do so .",NO
80232,reopening negotiations with the mercosur countries without consulting the member states was very dirty play .,NO
80233,"otherwise , the costs of concessions under the wto will be borne by our farmers .",NO
80234,in writing . these mercosour talks represent a potentially dreadful development for the future of european agriculture .,NO
80235,i have to say that the commission's attitude to the matter has been appalling .,NO
80236,"this attitude , I find , is appalling .",NO
80237,it is heartening to see so many agricultural meps here from all the groups supporting the protection of agriculture .,NO
80238,it seems that the mercosur negotiations are only pursuing one goal to hand over a defenceless european agriculture .,NO
80239,the sensitive agricultural sector must not be handed over in the negotiations .,NO
80240,"feel free to sell your grandmother , commissioner , but do not give away our european agriculture .",NO
80241,"two commissioners for one report , what an honour !",NO
80242,let us return to the report itself .,NO
80243,imports of fishery and aquaculture products from third countries account for more than 60 % of eu consumption .,NO
80244,"ladies and gentlemen , the survival of european fisheries is non negotiable .",NO
80245,"in essence , we are demanding the following .",NO
80246,this will mean that better account is taken of the specific characteristics of fishery and aquaculture products .,NO
80247,i think this is the perfect time to review the terms of this fundamental debate .,NO
80248,"indeed , we are on the eve of an important reform of the cfp .",NO
80249,we have a fisheries sector that is neither ecologically sustainable nor economically performing well .,NO
80250,so here we need an answer .,NO
80251,i strongly support your call for an increased coherence of our policies .,NO
80252,we need to work together with a global and integrated vision .,NO
80253,"with reference to wto negotiations , we are paying particular attention to the ongoing discussions on subsidies .",NO
80254,this brings us to labelling .,NO
80255,consumers want to know more about the seafood they buy .,NO
80256,the commission is ready to work on legislative initiatives aiming at giving consumers the information they need .,NO
80257,"finally , a word on aquaculture .",NO
80258,this sensitivity is taken into consideration in the implementation of the common commercial policy .,NO
80259,i will be very honest with you on this point .,NO
80260,we therefore actively defend much stronger integration of social and environmental criteria into trade agreements regarding fishery products .,NO
80261,"however , we must be clear .",NO
80262,for these reasons my group will obviously vote in favour of the report .,NO
80263,"moreover , I would like to congratulate mr cadec on the excellent work that he has done .",NO
80264,they enter the european market at a price that is uneconomic for european producers .,NO
80265,europe's own catches have diminished at an alarming rate by 26 % since 1997 alone .,NO
80266,more than 60 % of all fish consumed in europe today is imported .,NO
80267,this should not need to be the case .,NO
80268,the cadec report mentions several important instruments that the eu can use .,NO
80269,the first is the iuu regulation .,NO
80270,"that is a first step , but it does not go far enough .",NO
80271,the second instrument is already in place in the united nations .,NO
80272,"we have good international agreements , but we also need to implement them .",NO
80273,we must continue to pursue this .,NO
