id,text,gloss,health
72617,"the european commission proposes a european partnership for action against cancer for the period 2009 20the member states must act together , particularly in the area of screening .","EUROPEAN COMMISSION PROPOSE EUROPEAN PARTNERSHIP FOR ACTION AGAINST CANCER FOR PERIOD 2009 DESC-20 MEMBER STATE MUST ACT DESC-TOGER , DESC-PARTICULARLY IN AREA SCREENING .",NO
72618,"in europe , one in three people will develop cancer during their lifetime .","IN EUROPE , ONE IN THREE PEOPLE WILL DEVELOP CANCER DURING X-Y LIFETIME .",NO
72619,this is fundamental to improving patientseveryday life .,THIS BE DESC-FUNDAMENTAL TO IMPROVE PATIENTSEVERYDAY LIFE .,NO
72620,"breast cancer remains the main cause of death among women aged 35 to 5according to the world health organization , cancer is the main cause of death worldwide .","BREAST CANCER REMAIN DESC-MAIN CAUSE DEATH AMONG WOMAN AGE 35 TO 5ACCORD TO WORLD HEALTH ORGANIZATION , CANCER BE DESC-MAIN CAUSE DEATH WORLDWIDE .",NO
72621,public health is one of the eu's priorities .,PUBLIC HEALTH BE ONE EU X-POSS PRIORITY .,NO
72622,"out of 3 million new sufferers , 1.7 million will not survive .","OUT 3 MILLION DESC-NEW SUFFERER , 1.7 MILLION WILL DESC-NOT SURVIVE .",NO
72623,early diagnosis and treatment could reduce this figure significantly .,DESC-EARLY DIAGNOSIS AND TREATMENT COULD REDUCE THIS FIGURE DESC-SIGNIFICANTLY .,NO
72624,"we must not only invest in treatment across europe , but also provide support for preventive measures .","X-WE MUST DESC-NOT DESC-ONLY INVEST IN TREATMENT ACROSS EUROPE , BUT DESC-ALSO PROVIDE SUPPORT FOR PREVENTIVE MEASURE .",NO
72626,i voted in favour of the european parliament resolution on action against cancer european partnership .,X-I VOTE IN FAVOR EUROPEAN PARLIAMENT RESOLUTION ON ACTION AGAINST CANCER EUROPEAN PARTNERSHIP .,NO
72627,all measures intended to fight cancer and minimise its effects should be supported .,ALL MEASURE INTEND TO FIGHT CANCER AND MINIMIZE X-ITS EFFECT SHOULD BE SUPPORT .,NO
72628,"medical science is still unable to stop cancer , which is becoming one of the greatest plagues of humanity .","DESC-MEDICAL SCIENCE BE DESC-STILL DESC-UNABLE TO STOP CANCER , WHICH BE BECOME ONE DESC-GREATEST PLAGUE HUMANITY .",NO
72629,"the knowledge that , in 2006 , cancer was the second most common cause of death is horrifying .","KNOWLEDGE THAT , IN 2006 , CANCER BE DESC-SECOND MOST DESC-COMMON CAUSE DEATH BE DESC-HORRIFYING .",NO
72630,"there are many causes of cancer , or often the causes cannot be defined and diagnosed .","DESC-RE BE DESC-MANY CAUSE CANCER , OR DESC-OFTEN CAUSE CAN DESC-NOT BE DEFINE AND DIAGNOSE .",NO
72631,"however , it is possible to prevent cancer and limit its effects in about 30 % of cases .","DESC-HOWEVER , X-IT BE DESC-POSSIBLE TO PREVENT CANCER AND LIMIT X-ITS EFFECT IN ABOUT 30 % CASE .",NO
72634,"the forecasts for the coming years , in terms of cancer incidence and mortality , are not optimistic .","FORECAST FOR COME YEAR , IN TERM CANCER INCIDENCE AND MORTALITY , BE DESC-NOT DESC-OPTIMISTIC .",NO
72637,i strongly support the european parliament report on the commission communication on action against cancer european partnership .,X-I DESC-STRONGLY SUPPORT EUROPEAN PARLIAMENT REPORT ON COMMISSION COMMUNICATION ON ACTION AGAINST CANCER EUROPEAN PARTNERSHIP .,NO
72638,"this year , 3 million europeans will develop cancer and nearly 2 million are expected to die of cancer .","THIS YEAR , 3 MILLION EUROPEAN WILL DEVELOP CANCER AND DESC-NEARLY 2 MILLION BE EXPECT TO DIE CANCER .",NO
72639,"in poland , about 100 000 people fall victim to cancer every year , and 70 000 die .","IN POLAND , ABOUT 100 000 PEOPLE FALL VICTIM TO CANCER EVERY YEAR , AND 70 000 DIE .",NO
72640,the fight against cancer is one of the permanent areas of eu action in the field of public health .,FIGHT AGAINST CANCER BE ONE DESC-PERMANENT AREA EU ACTION IN FIELD PUBLIC HEALTH .,NO
72642,in writing . lt cancer is the biggest health problem in europe and indeed worldwide .,LT CANCER BE DESC-BIGGEST HEALTH PROBLEM IN EUROPE AND DESC-INDEED WORLDWIDE .,NO
72643,"sadly , today cancer is still epidemically increasing .","DESC-SADLY , TODAY CANCER BE DESC-STILL DESC-EPIDEMICALLY INCREASE .",NO
72644,urgent action must be taken to improve cancer control and prevention in the eu .,DESC-URGENT ACTION MUST BE TAKE TO IMPROVE CANCER CONTROL AND PREVENTION IN EU .,NO
72646,statistical indicators for the various types of cancer are among the worst in the whole of the eu .,DESC-STATISTICAL INDICATOR FOR DESC-VARIOUS TYPE CANCER BE AMONG DESC-WORST IN WHOLE EU .,NO
72647,"cancer is a social and political problem , not just a health problem .","CANCER BE DESC-SOCIAL AND DESC-POLITICAL PROBLEM , DESC-NOT DESC-JUST HEALTH PROBLEM .",NO
72649,this new form of cooperation is intended to support the efforts of member states in the fight against cancer .,THIS DESC-NEW FORM COOPERATION BE INTEND TO SUPPORT EFFORT MEMBER STATE IN FIGHT AGAINST CANCER .,NO
72650,medical statistics show that over 3 million new cases and 1.7 million deaths are recorded every year in europe .,DESC-MEDICAL STATISTICS SHOW THAT OVER 3 MILLION DESC-NEW CASE AND 1.7 MILLION DEATH BE RECORD EVERY YEAR IN EUROPE .,NO
72651,this means that every year cancer holds second place among the most serious diseases and causes of death .,THIS MEAN THAT EVERY YEAR CANCER HOLD DESC-SECOND PLACE AMONG MOST DESC-SERIOUS DISEASE AND CAUSE DEATH .,NO
72652,"however , it must not be forgotten that in this uneven fight the most important factor is prevention .","DESC-HOWEVER , X-IT MUST DESC-NOT BE FORGET THAT IN THIS DESC-UNEVEN FIGHT MOST DESC-IMPORTANT FACTOR BE PREVENTION .",NO
72653,"this is the most cost effective measure , because one third of cancer cases can be avoided .","THIS BE MOST COST DESC-EFFECTIVE MEASURE , BECAUSE ONE DESC-THIRD CANCER CASE CAN BE AVOID .",NO
72673,it is important to keep the social and public health implications of this challenge in mind .,X-IT BE DESC-IMPORTANT TO KEEP DESC-SOCIAL AND PUBLIC HEALTH IMPLICATION THIS CHALLENGE IN MIND .,NO
72674,it may gravely impact on respiratory health and increase the incidence of vector borne diseases .,X-IT MAY DESC-GRAVELY IMPACT ON RESPIRATORY HEALTH AND INCREASE INCIDENCE VECTOR BEAR DISEASE .,NO
72675,"deprived communities , poor children and elderly people are amongst the most vulnerable to climate change health risks .","DEPRIVE COMMUNITY , DESC-POOR CHILD AND DESC-ELDERLY PEOPLE BE AMONGST MOST DESC-VULNERABLE TO CLIMATE CHANGE HEALTH RISK .",NO
72730,"exactly 20 years ago , the world health organisation removed homosexuality from the international classification of diseases .","DESC-EXACTLY 20 YEAR DESC-AGO , WORLD HEALTH ORGANIZATION REMOVE HOMOSEXUALITY FROM DESC-INTERNATIONAL CLASSIFICATION DISEASE .",NO
72810,"el mr president , I wish to draw your attention to the question of chiropractic .","EL MR PRESIDENT , X-I WISH TO DRAW X-YOU ATTENTION TO QUESTION CHIROPRACTIC .",NO
72868,breaks in their involvement in the labour market during maternity leave should not be a handicap to mothers .,BREAK IN X-Y INVOLVEMENT IN LABOR MARKET DURING MATERNITY LEAVE SHOULD DESC-NOT BE HANDICAP TO MOR .,NO
72872,"some have called increasing maternity leave to 14 weeks progress , and indeed it is .","SOME HAVE CALL INCREASE MATERNITY LEAVE TO 14 WEEK PROGRESS , AND DESC-INDEED X-IT BE .",NO
72901,maternity leave is also provided for all women .,MATERNITY LEAVE BE DESC-ALSO PROVIDE FOR ALL WOMAN .,NO
72937,self employed people often do not have sickness insurance .,SELF EMPLOY PEOPLE DESC-OFTEN DO DESC-NOT HAVE SICKNESS INSURANCE .,NO
72938,"they work when they are sick , because it is financially more advantageous .","X-Y WORK WHEN X-Y BE DESC-SICK , BECAUSE X-IT BE DESC-FINANCIALLY MORE DESC-ADVANTAGEOUS .",NO
73084,"i am thinking , among other things , of care instructions and health and safety warnings .","X-I BE THINK , AMONG DESC-OR THING , CARE INSTRUCTION AND HEALTH AND SAFETY WARN .",NO
73085,those with allergies must not have to be exposed to goods containing traces of allergenic substances .,THOSE WITH ALLERGY MUST DESC-NOT HAVE TO BE EXPOSE TO GOODS CONTAIN TRACE DESC-ALLERGENIC SUBSTANCE .,NO
73101,"it is important , for example , to test whether the fibres are allergenic .","X-IT BE DESC-IMPORTANT , FOR EXAMPLE , TO TEST WHER FIBER BE DESC-ALLERGENIC .",NO
73134,"all too often , newspaper stories have drawn our attention to cases of allergies in children and women .","ALL DESC-TOO DESC-OFTEN , NEWSPAPER STORY HAVE DRAW X-WE ATTENTION TO CASE ALLERGY IN CHILD AND WOMAN .",NO
73345,"second , have these tests been concluded ?","DESC-SECOND , HAVE SE TEST BE CONCLUDE ?",YES
73483,these regions have permanent handicaps and we need to recognise this .,SE REGION HAVE DESC-PERMANENT HANDICAP AND X-WE NEED TO RECOGNIZE THIS .,NO
73761,i would stress the role of informing young people about sex education issues in protecting their health .,X-I WOULD STRESS ROLE INFORM DESC-YOUNG PEOPLE ABOUT SEX EDUCATION ISSUE IN PROTECT X-Y HEALTH .,NO
73832,the issue of maternity protection for self employed women and assisting spouses or recognised partners is very important .,ISSUE MATERNITY PROTECTION FOR SELF EMPLOY WOMAN AND ASSIST SPOUSE OR RECOGNIZE PARTNER BE DESC-VERY DESC-IMPORTANT .,NO
73842,"maternity leave must be guaranteed in all the member states and for all women , regardless of their employment .","MATERNITY LEAVE MUST BE GUARANTEE IN ALL MEMBER STATE AND FOR ALL WOMAN , DESC-REGARDLESS X-Y EMPLOYMENT .",NO
74023,"first , the principles applying to organ donation .","DESC-FIRST , PRINCIPLE APPLY TO ORGAN DONATION .",NO
74024,"at the same time , the greatest possible protection must be ensured for living donors .","AT DESC-SAME TIME , DESC-GREATEST DESC-POSSIBLE PROTECTION MUST BE ENSURE FOR DESC-LIVE DONOR .",NO
74031,"we should never forget , ladies and gentlemen , that without donors , there can be no transplants .","X-WE SHOULD DESC-NEVER FORGET , LADY AND GENTLEMAN , THAT WITHOUT DONOR , DESC-RE CAN BE NO TRANSPLANT .",NO
74032,the first is the proposal for a directive regulating the quality and safety aspects of organs intended for transplantation .,DESC-FIRST BE PROPOSAL FOR DIRECTIVE REGULATE QUALITY AND SAFETY ASPECT ORGAN INTEND FOR TRANSPLANTATION .,NO
74034,this will help to achieve self sufficiency in organ donation and therefore to combat transplant tourism .,THIS WILL HELP TO ACHIEVE SELF SUFFICIENCY IN ORGAN DONATION AND DESC-REFORE TO COMBAT TRANSPLANT TOURISM .,NO
74036,this is why we are here today to ensure high quality and safe organ transplantation across europe .,THIS BE WHY X-WE BE DESC-HERE TODAY TO ENSURE DESC-HIGH QUALITY AND DESC-SAFE ORGAN TRANSPLANTATION ACROSS EUROPE .,NO
74040,i fully share parliament's concern as regards combating organ trafficking .,X-I DESC-FULLY SHARE PARLIAMENT X-POSS CONCERN AS REGARD COMBATE ORGAN TRAFFICKING .,NO
74041,"i also understand parliament's concern about transparent , non discriminatory and scientific criteria for organ allocation .","X-I DESC-ALSO UNDERSTAND PARLIAMENT X-POSS CONCERN ABOUT DESC-TRANSPARENT , NON DESC-DISCRIMINATORY AND DESC-SCIENTIFIC CRITERION FOR ORGAN ALLOCATION .",NO
74049,there are many challenges in the area of the donation and transplantation of human organs .,DESC-RE BE DESC-MANY CHALLENGE IN AREA DONATION AND TRANSPLANTATION DESC-HUMAN ORGAN .,NO
74051,the tasks of the european parliament also include conducting a determined battle against the despicable trade in human organs .,TASK EUROPEAN PARLIAMENT DESC-ALSO INCLUDE CONDUCT DETERMINE BATTLE AGAINST DESC-DESPICABLE TRADE IN DESC-HUMAN ORGAN .,NO
74056,spain has organised this much better with its transplant coordinators .,SPAIN HAVE ORGANISE THIS DESC-MUCH DESC-BETTER WITH X-ITS TRANSPLANT COORDINATOR .,NO
74059,another very important element in the directive is that we must combat the trade in organs .,ANOR DESC-VERY DESC-IMPORTANT ELEMENT IN DIRECTIVE BE THAT X-WE MUST COMBAT TRADE IN ORGAN .,NO
74065,twelve of them die every day because they have waited too long .,TWELVE X-Y DIE EVERY DAY BECAUSE X-Y HAVE WAIT DESC-TOO DESC-LONG .,NO
74067,the hardest question in the talks related to living donors .,DESC-HARDEST QUESTION IN TALK RELATE TO DESC-LIVE DONOR .,NO
74068,"voluntary donations that are free of charge are also the safest option , even for the recipients of organs .","DESC-VOLUNTARY DONATION THAT BE DESC-FREE CHARGE BE DESC-ALSO DESC-SAFEST OPTION , DESC-EVEN FOR DESC-RECIPIENT ORGAN .",NO
74069,there can be no crimes associated with the trade in organs unless there are middlemen and the demand .,DESC-RE CAN BE NO CRIME ASSOCIATE WITH TRADE IN ORGAN UNLESS DESC-RE BE MIDDLEMAN AND DEMAND .,NO
74071,"for example , australian organ transplant surgeons have condemned the practice in china of killing prisoners for their organs .","FOR EXAMPLE , AUSTRALIAN ORGAN TRANSPLANT SURGEON HAVE CONDEMN PRACTICE IN CHINA KILL PRISONER FOR X-Y ORGAN .",NO
74073,"madam president , commissioner , mrs jiménez , the lack of organs for transplantation is a major problem .","MADAM PRESIDENT , COMMISSIONER , MR JIM?NEZ , LACK ORGAN FOR TRANSPLANTATION BE DESC-MAJOR PROBLEM .",NO
74076,we therefore need to screen the organs concerned before they are used .,X-WE DESC-REFORE NEED TO SCREEN ORGAN CONCERN BEFORE X-Y BE USE .,NO
74077,organ donation rates vary considerably from one country to another .,ORGAN DONATION RATE VARY DESC-CONSIDERABLY FROM ONE COUNTRY TO ANOR .,NO
74086,"parliament emphasises , however , that living donations must be considered complementary to donations after death .","PARLIAMENT EMPHASISE , DESC-HOWEVER , THAT DESC-LIVE DONATION MUST BE CONSIDER DESC-COMPLEMENTARY TO DONATION AFTER DEATH .",NO
74097,the area of living donations has been the most challenging .,AREA DESC-LIVE DONATION HAVE BE MOST CHALLENGE .,NO
74106,"third , the proactive promotion of donation in hospitals as a way of overcoming shortages .","DESC-THIRD , DESC-PROACTIVE PROMOTION DONATION IN HOSPITAL AS WAY OVERCOME SHORTAGE .",NO
74108,we are all well aware of the figures thousands of people across europe require organ transplants every year .,X-WE BE ALL DESC-WELL DESC-AWARE FIGURE THOUSAND PEOPLE ACROSS EUROPE REQUIRE ORGAN TRANSPLANT EVERY YEAR .,NO
74114,"for supplying information about a single donor , doctors in poland could earn more than one month's salary .","FOR SUPPLY INFORMATION ABOUT DESC-SINGLE DONOR , DOCTOR IN POLAND COULD EARN MORE THAN ONE MONTH X-POSS SALARY .",NO
74117,"of course , we must be extremely vigilant as regards the issue of illegal organ trafficking .","COURSE , X-WE MUST BE DESC-EXTREMELY VIGILANT AS REGARD ISSUE DESC-ILLEGAL ORGAN TRAFFICKING .",NO
74118,all measures must be implemented to combat mafia style networks and transplantation tourism .,ALL MEASURE MUST BE IMPLEMENT TO COMBAT MAFIA STYLE NETWORK AND TRANSPLANTATION TOURISM .,NO
74119,we must guarantee the principle of free transplants and prevent any pressure from being put on potential donors .,X-WE MUST GUARANTEE PRINCIPLE DESC-FREE TRANSPLANT AND PREVENT ANY PRESSURE FROM BE PUT ON POTENTIAL DONOR .,NO
74120,"some of the problems mentioned in the report , such as organ trafficking , cannot be directly addressed .","SOME PROBLEM MENTION IN REPORT , DESC-SUCH AS ORGAN TRAFFICKING , CAN DESC-NOT BE DESC-DIRECTLY ADDRESS .",NO
74121,ro transplants and organ donation save and prolong the lives of thousands of european citizens every year .,RO TRANSPLANT AND ORGAN DONATION SAVE AND PROLONG LIFE THOUSAND EUROPEAN CITIZEN EVERY YEAR .,NO
74123,the basque country euskadi has the world record for organ donation .,BASQUE COUNTRY EUSKAD X-I HAVE WORLD RECORD FOR ORGAN DONATION .,NO
74129,"in one system , it is presumed that the deceased donor would have consented to the transplantation .","IN ONE SYSTEM , X-IT BE PRESUME THAT DESC-DECEASED DONOR WOULD HAVE CONSENT TO TRANSPLANTATION .",NO
74130,should it not be recommended to every member state to use the presumption of consent system ?,SHOULD X-IT DESC-NOT BE RECOMMEND TO EVERY MEMBER STATE TO USE PRESUMPTION CONSENT SYSTEM ?,NO
74135,"no more than roughly half of us are prepared to donate organs , however .","NO MORE THAN DESC-ROUGHLY HALF X-WE BE PREPARE TO DONATE ORGAN , DESC-HOWEVER .",NO
74139,it is a known fact that the lungs live on for two hours after death has occurred .,X-IT BE KNOW FACT THAT LUNG DESC-LIVE ON FOR TWO HOUR AFTER DEATH HAVE OCCUR .,NO
74143,"in different member states of the european union , very different methods are used for identifying potential donors .","IN DESC-DIFFERENT MEMBER STATE EUROPEAN UNION , DESC-VERY DESC-DIFFERENT METHOD BE USE FOR IDENTIFY POTENTIAL DONOR .",NO
74145,nearly 10 people a day die whilst waiting .,DESC-NEARLY 10 PEOPLE DAY DIE WHILST WAIT .,NO
74146,"lades and gentlemen , as you are aware , nearly 56 000 patients are currently on the waiting lists .","LADE AND GENTLEMAN , AS X-YOU BE DESC-AWARE , DESC-NEARLY 56 000 PATIENT BE DESC-CURRENTLY ON WAIT LIST .",NO
74147,donation rates and the availability of organs vary considerably between european countries .,DONATION RATE AND AVAILABILITY ORGAN VARY DESC-CONSIDERABLY BETWEEN EUROPEAN COUNTRY .,NO
74148,the lack of organs is a key factor affecting transplant programmes .,LACK ORGAN BE KEY FACTOR AFFECT TRANSPLANT PROGRAM .,NO
74152,i believe that this directive quite clearly states that the trade in organs is itself an illegal activity .,X-I BELIEVE THAT THIS DIRECTIVE DESC-QUITE DESC-CLEARLY STATE THAT TRADE IN ORGAN BE X-ITSELF DESC-ILLEGAL ACTIVITY .,NO
74153,we must not send out the signal that trade in organs could be legal in some circumstances .,X-WE MUST DESC-NOT SEND OUT SIGNAL THAT TRADE IN ORGAN COULD BE DESC-LEGAL IN SOME CIRCUMSTANCE .,NO
74154,"thus , there cannot be any illegal trade in organs because no trade in organs is allowed .","DESC-THUS , DESC-RE CAN DESC-NOT BE ANY DESC-ILLEGAL TRADE IN ORGAN BECAUSE NO TRADE IN ORGAN BE ALLOW .",NO
74155,there is only organ donation .,DESC-RE BE DESC-ONLY ORGAN DONATION .,NO
74161,the directive will provide a comparable safety standard across the union and increased trust in transplantation systems .,DIRECTIVE WILL PROVIDE DESC-COMPARABLE SAFETY STANDARD ACROSS UNION AND INCREASE TRUST IN TRANSPLANTATION SYSTEM .,NO
74171,the new law will save many lives and optimise the organs donated by allowing member states to share organs .,DESC-NEW LAW WILL SAVE DESC-MANY LIFE AND OPTIMISE ORGAN DONATE BY ALLOW MEMBER STATE TO SHARE ORGAN .,NO
74172,"now , the organ can be given to one of the 56 000 eu citizens awaiting transplants .","DESC-NOW , ORGAN CAN BE GIVE TO ONE 56 000 EU CITIZEN AWAIT TRANSPLANT .",NO
74174,"with reference to ireland , we need an independent body to monitor the transplantation and harvesting of donated organs .","WITH REFERENCE TO IRELAND , X-WE NEED DESC-INDEPENDENT BODY TO MONITOR TRANSPLANTATION AND HARVESTING DONATE ORGAN .",NO
74200,"they have priority in health care and education , all at the expense of local taxpayers !","X-Y HAVE PRIORITY IN HEALTH CARE AND EDUCATION , ALL AT EXPENSE DESC-LOCAL TAXPAYER !",NO
74426,"in particular , I am thinking about the question of the partially sighted .","IN DESC-PARTICULAR , X-I BE THINK ABOUT QUESTION DESC-PARTIALLY SIGHT .",NO
74630,"commissioner , often it is not enough to simply increase prevention measures .","COMMISSIONER , DESC-OFTEN X-IT BE DESC-NOT DESC-ENOUGH TO DESC-SIMPLY INCREASE PREVENTION MEASURE .",NO
74706,considerations to do with prevention therefore take a back seat .,CONSIDERATION TO DO WITH PREVENTION DESC-REFORE TAKE DESC-BACK SEAT .,NO
74791,"this is my diagnosis , commissioner , ladies and gentlemen .","THIS BE X-MY DIAGNOSIS , COMMISSIONER , LADY AND GENTLEMAN .",YES
74867,somebody mentioned that they should have insurance .,SOMEBODY MENTION THAT X-Y SHOULD HAVE INSURANCE .,NO
74878,"every day , 12 people die because of the shortage of organs available for transplantation .","EVERY DAY , 12 PEOPLE DIE BECAUSE SHORTAGE ORGAN DESC-AVAILABLE FOR TRANSPLANTATION .",NO
74879,"in poland , the figure is in poland , I have distributed badges and bracelets which encourage support of transplantation medicine .","IN POLAND , FIGURE BE IN POLAND , X-I HAVE DISTRIBUTE BADGE AND BRACELET WHICH ENCOURAGE SUPPORT TRANSPLANTATION MEDICINE .",NO
74880,promoting the idea of transplantation and coordinating the exchange of experience between member states can save thousands of lives .,PROMOTE IDEA TRANSPLANTATION AND COORDINATE EXCHANGE EXPERIENCE BETWEEN MEMBER STATE CAN SAVE THOUSAND LIFE .,NO
75400,standards of quality and safety of human organs intended for transplantation,STANDARD QUALITY AND SAFETY DESC-HUMAN ORGAN INTEND FOR TRANSPLANTATION,NO
75401,today is a great day for european citizens and for european patients .,TODAY BE DESC-GREAT DAY FOR EUROPEAN CITIZEN AND FOR EUROPEAN PATIENT .,NO
75403,"ladies and gentlemen , this is not about politics , it is about people's health .","LADY AND GENTLEMAN , THIS BE DESC-NOT ABOUT POLITICS , X-IT BE ABOUT PEOPLE X-POSS HEALTH .",NO
75423,food additives other than colours and sweeteners bovine and / or porcine thrombin,FOOD ADDITIVE DESC-OR THAN COLOR AND SWEETENER DESC-BOVINE AND OR PORCINE THROMBIN,NO
75429,"as regards safety and hygiene , efsa evaluated the product and concluded that this additive raised no safety concerns .","AS REGARD SAFETY AND HYGIENE , EFSA EVALUATE PRODUCT AND CONCLUDE THAT THIS ADDITIVE RAISE NO SAFETY CONCERN .",NO
75435,"thirdly , the name of the enzyme and its animal origin must be mentioned in the list of ingredients .","DESC-THIRDLY , NAME ENZYME AND X-ITS ANIMAL ORIGIN MUST BE MENTION IN LIST INGREDIENT .",NO
75441,action plan on organ donation and transplantation 2009 2015,ACTION PLAN ON ORGAN DONATION AND TRANSPLANTATION 2009 2015,NO
75448,"mr president , the commissioner informed us just before the vote about the thrombin issue .","MR PRESIDENT , COMMISSIONER INFORM X-WE DESC-JUST BEFORE VOTE ABOUT THROMBIN ISSUE .",NO
75466,"mr president , I very much welcome this report and the new european rules for organ donation .","MR PRESIDENT , X-I DESC-VERY DESC-MUCH DESC-WELCOME THIS REPORT AND DESC-NEW EUROPEAN RULE FOR ORGAN DONATION .",NO
75467,"if you die in another european union country , why should your organ not be used to save life ?","IF X-YOU DIE IN ANOR EUROPEAN UNION COUNTRY , WHY SHOULD X-YOU ORGAN DESC-NOT BE USE TO SAVE LIFE ?",NO
75470,let our surgeons do their work .,LET X-WE SURGEON DO X-Y WORK .,NO
75471,let our patients be treated .,LET X-WE PATIENT BE TREAT .,NO
75479,"mr president , I voted in favour of the resolution on the transplantation of human organs .","MR PRESIDENT , X-I VOTE IN FAVOR RESOLUTION ON TRANSPLANTATION DESC-HUMAN ORGAN .",NO
75480,many people die every day because they suffer from organ failure and because organs are unavailable .,DESC-MANY PEOPLE DIE EVERY DAY BECAUSE X-Y SUFFER FROM ORGAN FAILURE AND BECAUSE ORGAN BE DESC-UNAVAILABLE .,NO
75481,"the eu can help patients waiting for organs across europe and , as a consequence , save lives .","EU CAN HELP PATIENT WAIT FOR ORGAN ACROSS EUROPE AND , AS CONSEQUENCE , SAVE LIFE .",NO
75482,what we need is a well coordinated system of organ donation and transplantation .,WHAT X-WE NEED BE DESC-WELL COORDINATE SYSTEM ORGAN DONATION AND TRANSPLANTATION .,NO
75484,thrombin is naturally present in all meat .,THROMBIN BE DESC-NATURALLY DESC-PRESENT IN ALL MEAT .,NO
75485,"to avoid thrombin , it would be necessary to stop eating meat completely .","TO AVOID THROMBIN , X-IT WOULD BE DESC-NECESSARY TO STOP EAT MEAT DESC-COMPLETELY .",NO
75486,"the commission's experts state that thrombin is not hazardous to health , and this opinion is scientifically based .","COMMISSION X-POSS EXPERT STATE THAT THROMBIN BE DESC-NOT DESC-HAZARDOUS TO HEALTH , AND THIS OPINION BE DESC-SCIENTIFICALLY BASE .",NO
75488,packaging must include accurate information about thrombin and the labelling must be clear .,PACKAGING MUST INCLUDE DESC-ACCURATE INFORMATION ABOUT THROMBIN AND LABEL MUST BE DESC-CLEAR .,NO
75489,why should we ban thrombin ?,WHY SHOULD X-WE BAN THROMBIN ?,NO
75498,what is thrombin ?,WHAT BE THROMBIN ?,NO
75499,thrombin is a natural enzyme .,THROMBIN BE DESC-NATURAL ENZYME .,NO
75501,all of us have a lot of thrombin in our bodies .,ALL X-WE HAVE LOT THROMBIN IN X-WE BODY .,NO
75505,the commission has proposed exactly the same solution for labelling products in which thrombin is used as a glue .,COMMISSION HAVE PROPOSE DESC-EXACTLY DESC-SAME SOLUTION FOR LABEL PRODUCT IN WHICH THROMBIN BE USE AS GLUE .,NO
75512,i have now voted in favour of the resolution and of a ban on thrombin .,X-I HAVE DESC-NOW VOTE IN FAVOR RESOLUTION AND BAN ON THROMBIN .,NO
75520,this is why I have voted against allowing thrombin to be used as a food glue .,THIS BE WHY X-I HAVE VOTE AGAINST ALLOW THROMBIN TO BE USE AS FOOD GLUE .,NO
75522,this means that we must call on the commission not to authorise the use of thrombin .,THIS MEAN THAT X-WE MUST CALL ON COMMISSION DESC-NOT TO AUTHORISE USE THROMBIN .,NO
75582,i support this report on standards of quality and safety of human organs intended for transplantation .,X-I SUPPORT THIS REPORT ON STANDARD QUALITY AND SAFETY DESC-HUMAN ORGAN INTEND FOR TRANSPLANTATION .,NO
75584,the traceability and protection of donors and recipients also deserve special attention .,TRACEABILITY AND PROTECTION DONOR AND DESC-RECIPIENT DESC-ALSO DESERVE DESC-SPECIAL ATTENTION .,NO
75586,i voted for the draft directive on standards of quality and safety of human organs intended for transplantation .,X-I VOTE FOR DRAFT DIRECTIVE ON STANDARD QUALITY AND SAFETY DESC-HUMAN ORGAN INTEND FOR TRANSPLANTATION .,NO
75587,"such a transparent , safe and efficient donation system is the only way to combat organ trafficking .","DESC-SUCH DESC-TRANSPARENT , DESC-SAFE AND DESC-EFFICIENT DONATION SYSTEM BE DESC-ONLY WAY TO COMBAT ORGAN TRAFFICKING .",NO
75588,"i voted in favour of the proposal for a directive for the following reasons it is unacceptable that , on average , 12 people awaiting a transplant die every day .","X-I VOTE IN FAVOR PROPOSAL FOR DIRECTIVE FOR FOLLOW REASON X-IT BE DESC-UNACCEPTABLE THAT , ON AVERAGE , 12 PEOPLE AWAIT TRANSPLANT DIE EVERY DAY .",NO
75589,"in general in the eu , there is a broad social consensus on the donation of organs for transplantation .","IN DESC-GENERAL IN EU , DESC-RE BE DESC-BROAD DESC-SOCIAL CONSENSUS ON DONATION ORGAN FOR TRANSPLANTATION .",NO
75590,organ donation must always be free and protected from any potential commercialisation .,ORGAN DONATION MUST DESC-ALWAYS BE DESC-FREE AND PROTECT FROM ANY POTENTIAL COMMERCIALISATION .,NO
75591,"the number of transplants in the european union has increased , saving and prolonging many lives .","NUMBER TRANSPLANT IN EUROPEAN UNION HAVE INCREASE , SAVE AND PROLONG DESC-MANY LIFE .",NO
75592,"however , there are still long waiting lists for transplants .","DESC-HOWEVER , DESC-RE BE DESC-STILL DESC-LONG WAIT LIST FOR TRANSPLANT .",NO
75596,"organ transplants can save lives , but only when a healthy organ from a matching donor is transplanted .","ORGAN TRANSPLANT CAN SAVE LIFE , BUT DESC-ONLY WHEN DESC-HEALTHY ORGAN FROM MATCH DONOR BE TRANSPLANT .",NO
75599,i hope this will make the possibility of getting an organ easier and safer .,X-I HOPE THIS WILL MAKE POSSIBILITY GET ORGAN DESC-EASIER AND DESC-SAFER .,NO
75602,i endorsed the report on standards of safety in organ donation because the report includes the principle of non commercialisation .,X-I ENDORSE REPORT ON STANDARD SAFETY IN ORGAN DONATION BECAUSE REPORT INCLUDE PRINCIPLE NON COMMERCIALISATION .,NO
